715123937,﻿715123937
717069868,717069868
716411111,716411111
716411111,654494848
716411111,657157385
716411111,656494129
716411111,717950475
716411111,716066635
716411111,713909898
716411111,717978000
716411111,712442200
716411111,718656555
716411111,717293031
716411111,713478567
716411111,717491995
716411111,712926726
712504020,712504020
712504020,656667766
712504020,655123423
712504020,713123051
712504020,652204344
712504020,715123180
712504020,715123185
712504020,715123182
712504020,715123186
712504020,715123187
712504020,715123184
712504020,715123183
712504020,715123944
712504020,715123945
712504020,715123951
712504020,715123150
712504020,715123152
712504020,715123148
712504020,715123153
712504020,715123154
712504020,715123158
712504020,715123156
712504020,715123151
712504020,715123157
712504020,715123155
712504020,715123953
712504020,715123958
712504020,717783444
712504020,715915160
712504020,659375705
712504020,655123435
712504020,715123511
712504020,715123904
712504020,715123549
712504020,715123520
712504020,715123126
712504020,715123537
712504020,715123518
712504020,715123553
712504020,715123524
712504020,715123507
712504020,715123404
712504020,715123137
712504020,715123519
712504020,715123523
712504020,715123531
712504020,715123514
712504020,715123423
712504020,715123528
712504020,715123522
712504020,715123416
712504020,715123982
712504020,715123622
712504020,715123983
712504020,715123926
712504020,715123985
712504020,715123194
712504020,715123947
712504020,715123984
712504020,715123976
712504020,715123986
712504020,715123830
712504020,715123987
712504020,715123692
712504020,715123736
712504020,715123691
712504020,715123744
712504020,715123618
712504020,715123738
712504020,715123741
712504020,715123739
712504020,715123592
712504020,715123745
712504020,715123743
712504020,715123937
712504020,715123773
712504020,715123761
712504020,715123766
712504020,715123767
712504020,715123631
712504020,715123831
712504020,715123765
712504020,715123764
712504020,715123769
712504020,715123936
712504020,715123763
712504020,715123768
712504020,715123633
712504020,715123752
712504020,715123748
712504020,715123753
712504020,715123695
712504020,715123750
712504020,715123751
712504020,715123935
712504020,715123757
712504020,715123758
712504020,715123342
712504020,715123619
712504020,717377997
712504020,715123347
712504020,715123434
712504020,715123437
712504020,715123433
712504020,715123426
712504020,715123643
712504020,715123346
712504020,715123427
712504020,715123455
712504020,715123341
712504020,715123439
712504020,715123441
712504020,715123443
712504020,715123640
712504020,715123445
712504020,715123458
712504020,715123420
712504020,715123438
712504020,715123451
712504020,715123645
712504020,715123424
712504020,715123440
712504020,715123446
712504020,715123905
712504020,715123429
712504020,715123435
713123476,713123476
713123476,657157352
713123476,659320031
713123476,657157350
713123476,659320032
713123476,656477047
713123476,659320034
713123476,659320039
713123476,659320033
713123476,715942590
713123476,714463939
713123476,717461617
713123476,712976409
713123476,712994422
713123476,717520019
713123476,717666146
713123476,713123866
713123476,719003817
713123476,716411112
718284848,718284848
713731000,713731000
713731000,712972227
713731000,712836517
713731000,712836519
713731000,715123382
713731000,712836514
713731000,712836512
713731000,715123398
713731000,715123010
713731000,712836515
713731000,712836513
713731000,712836522
713731000,715123391
713731000,715123388
713731000,712836511
713731000,715123381
713731000,715123395
713731000,712699838
713731000,715123387
713731000,715123396
713731000,716252028
713731000,712836523
713731000,712836520
713731000,712836518
713731000,715123385
713731000,715123394
713731000,715123386
713731000,715123384
713731000,712836516
713731000,712836508
713731000,712836521
713731000,715123392
713731000,715123380
713731000,654887780
713731000,712855985
713731000,658887780
713731000,654903444
713731000,654903445
713731000,655123497
713731000,659555552
713731000,713808071
713731000,717051155
713731000,717060698
713731000,652255666
713731000,652256953
713731000,652256889
713731000,652256960
713731000,652256901
713731000,652256967
713731000,652256934
713731000,652256906
713731000,652256961
713731000,652255030
713731000,652257018
713731000,652257019
713731000,652256973
713731000,652257006
713731000,652256971
713731000,652256984
713731000,652257027
713731000,652257017
713731000,652257022
713731000,652257021
713731000,717077005
713731000,716999666
713731000,659090000
713731000,716059415
713731000,716059418
713731000,716059417
713731000,716059410
713731000,716059412
713731000,716059408
713731000,716059406
713731000,716059405
713731000,716059413
713731000,716059414
713731000,716253177
713731000,712873343
713731000,716253169
713731000,716253174
713731000,716253215
713731000,716253172
713731000,716253217
713731000,716253173
713731000,716253216
713731000,713422781
713731000,652183240
713731000,652183238
713731000,652183234
713731000,653338832
713731000,652183236
713731000,652183241
713731000,652183243
713731000,652183235
713731000,652183239
713731000,653338762
713731000,716401990
713731000,655123448
713731000,655123445
713731000,655123447
713731000,715123816
713731000,715123819
713731000,713410000
713731000,655710102
713731000,712502800
713731000,716000762
713731000,717077006
713731000,713200029
713731000,654758690
713731000,655123450
713731000,653602525
713731000,654292006
713731000,657777750
713731000,653599900
713731000,658898848
